	user	text	created_at	name	tweets_ago	sent	pos	neg	neu	compound
57	"{'id': 1367531, 'id_str': '1367531', 'name': 'Fox News', 'screen_name': 'FoxNews', 'location': 'U.S.A.', 'description': ""America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos."", 'url': 'http://t.co/ZYG58XZtAC', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZYG58XZtAC', 'expanded_url': 'http://www.foxnews.com', 'display_url': 'foxnews.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17972598, 'friends_count': 408, 'listed_count': 63468, 'created_at': 'Sat Mar 17 19:01:26 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 391642, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '0E2331', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1367531/1492649996', 'profile_link_color': '183A52', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F4F4F4', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}"	Moments ago, @SenSchumer released a statement about the Supreme Court upholding the Trump travel ban on some Muslim… https://t.co/x6RzfGDPmP	Tue Jun 26 16:03:02 +0000 2018	Fox News	58	{'neg': 0.155, 'neu': 0.69, 'pos': 0.155, 'compound': 0.0}	0.155	0.155	0.69	0.0
95	"{'id': 1367531, 'id_str': '1367531', 'name': 'Fox News', 'screen_name': 'FoxNews', 'location': 'U.S.A.', 'description': ""America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos."", 'url': 'http://t.co/ZYG58XZtAC', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZYG58XZtAC', 'expanded_url': 'http://www.foxnews.com', 'display_url': 'foxnews.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17972598, 'friends_count': 408, 'listed_count': 63468, 'created_at': 'Sat Mar 17 19:01:26 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 391643, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '0E2331', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1367531/1492649996', 'profile_link_color': '183A52', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F4F4F4', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}"	Intern who cursed at Trump is identified, was suspended but not fired https://t.co/nMjoiUrTk7	Tue Jun 26 10:59:25 +0000 2018	Fox News	96	{'neg': 0.121, 'neu': 0.65, 'pos': 0.229, 'compound': 0.4284}	0.229	0.121	0.65	0.4284
57	{'id': 15012486, 'id_str': '15012486', 'name': 'CBS News', 'screen_name': 'CBSNews', 'location': 'New York, NY', 'description': 'Your source for original reporting and trusted news.', 'url': 'https://t.co/VGut7r2Vg5', 'entities': {'url': {'urls': [{'url': 'https://t.co/VGut7r2Vg5', 'expanded_url': 'http://CBSNews.com', 'display_url': 'CBSNews.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6593580, 'friends_count': 432, 'listed_count': 48150, 'created_at': 'Thu Jun 05 00:54:31 +0000 2008', 'favourites_count': 270, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 179483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'D9DADA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15012486/1527023725', 'profile_link_color': 'B12124', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEDF0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	A 14-year-old boy from Texas was killed Monday during severe weather when a tree fell at a By Scout camp… https://t.co/Imh16NtZEV	Tue Jun 26 11:19:34 +0000 2018	CBS News	58	{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.7964}	0.0	0.307	0.693	-0.7964
48	{'id': 15012486, 'id_str': '15012486', 'name': 'CBS News', 'screen_name': 'CBSNews', 'location': 'New York, NY', 'description': 'Your source for original reporting and trusted news.', 'url': 'https://t.co/VGut7r2Vg5', 'entities': {'url': {'urls': [{'url': 'https://t.co/VGut7r2Vg5', 'expanded_url': 'http://CBSNews.com', 'display_url': 'CBSNews.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6593580, 'friends_count': 432, 'listed_count': 48150, 'created_at': 'Thu Jun 05 00:54:31 +0000 2008', 'favourites_count': 270, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 179483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'D9DADA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15012486/1527023725', 'profile_link_color': 'B12124', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEDF0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	Prince William is in Israel on Tuesday morning for the first official visit by British royalty: https://t.co/KEvQJnrkuF	Tue Jun 26 12:17:30 +0000 2018	CBS News	49	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
72	"{'id': 1367531, 'id_str': '1367531', 'name': 'Fox News', 'screen_name': 'FoxNews', 'location': 'U.S.A.', 'description': ""America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos."", 'url': 'http://t.co/ZYG58XZtAC', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZYG58XZtAC', 'expanded_url': 'http://www.foxnews.com', 'display_url': 'foxnews.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17972598, 'friends_count': 408, 'listed_count': 63468, 'created_at': 'Sat Mar 17 19:01:26 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 391642, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '0E2331', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1367531/1492649996', 'profile_link_color': '183A52', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F4F4F4', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}"	Marie Harf reacts to Supreme Court ruling on travel ban https://t.co/YJoYrCncJe @AmericaNewsroom https://t.co/46wiVXOd61	Tue Jun 26 14:39:21 +0000 2018	Fox News	73	{'neg': 0.198, 'neu': 0.604, 'pos': 0.198, 'compound': 0.0}	0.198	0.198	0.604	0.0
73	"{'id': 1367531, 'id_str': '1367531', 'name': 'Fox News', 'screen_name': 'FoxNews', 'location': 'U.S.A.', 'description': ""America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos."", 'url': 'http://t.co/ZYG58XZtAC', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZYG58XZtAC', 'expanded_url': 'http://www.foxnews.com', 'display_url': 'foxnews.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17972598, 'friends_count': 408, 'listed_count': 63468, 'created_at': 'Sat Mar 17 19:01:26 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 391642, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '0E2331', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1367531/1492649996', 'profile_link_color': '183A52', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F4F4F4', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}"	Supreme Court rules 5-4 to uphold travel ban https://t.co/YJoYrCncJe https://t.co/1skpyr6dqs	Tue Jun 26 14:34:11 +0000 2018	Fox News	74	{'neg': 0.237, 'neu': 0.526, 'pos': 0.237, 'compound': 0.0}	0.237	0.237	0.526	0.0
93	"{'id': 1367531, 'id_str': '1367531', 'name': 'Fox News', 'screen_name': 'FoxNews', 'location': 'U.S.A.', 'description': ""America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos."", 'url': 'http://t.co/ZYG58XZtAC', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZYG58XZtAC', 'expanded_url': 'http://www.foxnews.com', 'display_url': 'foxnews.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17972598, 'friends_count': 408, 'listed_count': 63468, 'created_at': 'Sat Mar 17 19:01:26 +0000 2007', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 391643, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '0E2331', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1367531/1492649996', 'profile_link_color': '183A52', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F4F4F4', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}"	Commuting in the Big Apple has gotten so bad, a New Jersey man chose to cross the Hudson River on a paddle board to… https://t.co/CGZ0dCnhZf	Tue Jun 26 11:25:40 +0000 2018	Fox News	94	{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.6696}	0.0	0.17	0.83	-0.6696
41	"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 23596888, 'friends_count': 85, 'listed_count': 109210, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 280198, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}"	Japan unveils Hello Kitty-themed bullet train https://t.co/mzvzrMvnlE	Tue Jun 26 11:19:11 +0000 2018	BBC News (World)	42	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
66	"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 23596888, 'friends_count': 85, 'listed_count': 109210, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 280198, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}"	"RT @BBCSport: GOAL!

Iago Aspas initially had a cheeky flick ruled out for offside... but VAR has changed everything! 

#ESP 2-2 #MAR 

Liv…"	Mon Jun 25 19:51:22 +0000 2018	BBC News (World)	67	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
77	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40617028, 'friends_count': 1115, 'listed_count': 133403, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 189972, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	More than 8,000 acres burned by wildfires in Northern California https://t.co/1pn4MaJvuN https://t.co/nMFaIr9dFq	Tue Jun 26 09:20:08 +0000 2018	CNN	78	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
44	{'id': 15012486, 'id_str': '15012486', 'name': 'CBS News', 'screen_name': 'CBSNews', 'location': 'New York, NY', 'description': 'Your source for original reporting and trusted news.', 'url': 'https://t.co/VGut7r2Vg5', 'entities': {'url': {'urls': [{'url': 'https://t.co/VGut7r2Vg5', 'expanded_url': 'http://CBSNews.com', 'display_url': 'CBSNews.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6593580, 'friends_count': 432, 'listed_count': 48150, 'created_at': 'Thu Jun 05 00:54:31 +0000 2008', 'favourites_count': 270, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 179483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'D9DADA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15012486/1527023725', 'profile_link_color': 'B12124', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEDF0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	"WATCH: A flamethrower drone shoots fire to remove debris on a power line 🔥
https://t.co/loneunGMks https://t.co/SGWE2JiqOc"	Tue Jun 26 13:00:27 +0000 2018	CBS News	45	{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}	0.0	0.167	0.833	-0.34
34	"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 23596888, 'friends_count': 85, 'listed_count': 109210, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 280198, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}"	"RT @BBCSport: GOAL! #AUS 0-1 #PER

What a strike! Andre Carrillo scores Peru's first goal at a #WorldCup in 36 years.

Follow #AUSPER live…"	Tue Jun 26 14:24:13 +0000 2018	BBC News (World)	35	{'neg': 0.09, 'neu': 0.91, 'pos': 0.0, 'compound': -0.2695}	0.0	0.09	0.91	-0.2695
